Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
9/10/2021,Azor,"Yvan De Wiel, a private banker from Geneva, is going to Argentina in the midst of a dictatorship to replace his partner, the object of the most worrying rumors, who disappeared overnight. Between hushed lounges, swimming pools, and gardens under surveillance, a remote duel takes place between two bankers who, despite different methods, are the accomplices of a discreet and merciless form of colonization.",30.244,27,6.1,fr,"Drama, Thriller",https://image.tmdb.org/t/p/original/4Gra15Mqb6NvXbyYtL3hk79OQ1d.jpg
9/10/2021,Blue Bayou,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",35.564,114,7.6,en,Drama,https://image.tmdb.org/t/p/original/a4xykTie8BOSW0y6K5u1AcmW4HW.jpg
9/10/2021,Catch the Bullet,"U.S. marshal Britt MacMasters returns from a mission to find his father wounded and his son kidnapped by the outlaw Jed Blake. Hot on their trail, Britt forms a posse with a gunslinging deputy and a stoic Pawnee tracker. But Jed and Britt tread dangerously close to the Red Desert’s Sioux territory.",113.256,80,5.8,en,"Western, Action",https://image.tmdb.org/t/p/original/7PoomidF9HlMKXcAyOJ87lGkhSp.jpg
9/10/2021,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,110.146,969,6.7,en,Action,https://image.tmdb.org/t/p/original/uJgdT1boTSP0dDIjdTgGleg71l4.jpg
9/10/2021,Prey,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,60.901,215,4.6,de,Thriller,https://image.tmdb.org/t/p/original/6D7nfhHI7b9ZvW3m7wVMtBSbC9U.jpg
9/10/2021,Some Like It Rare,"Sophie and Vincent’s small butcher shop is on the brink of bankruptcy and their marriage is falling apart. Their lives are turned upside down when Vincent accidentally kills a vegan activist who vandalized their shop. Overwhelmed and terrified of being accused of murder, their only solution is to get rid of the body by turning it into ham. To their surprise the ham is so popular that it may save their business… that is if they’re ready to keep “hunting""!",13.794,98,6.9,fr,"Comedy, Horror",https://image.tmdb.org/t/p/original/tYEolsJu6RLnmOCg34jKkywO2f6.jpg
9/12/2021,The Mad Women's Ball,"Eugenie has a unique gift: she hears and sees the dead. When her family discovers her secret, at the end of the 19th century, she is taken by her father and brother to the neurological clinic at La Pitié Salpêtrière with no possibility of escaping her fate. Her destiny becomes entwined with that of Geneviève, a nurse at the hospital.",52.807,174,7.2,fr,"Drama, Thriller, History",https://image.tmdb.org/t/p/original/A8KeSPmFDxqHKwNzyiuwUvPIrw0.jpg
9/13/2021,All for Her,"When a woman finally becomes pregnant but is diagnosed with a deadly condition, she must lean on her family to save her unborn child.",24.55,3,4.7,en,Drama,https://image.tmdb.org/t/p/original/pODHuRJrcB7nd4SCZjuLRlYdpgp.jpg
9/14/2021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",165.462,279,8.2,en,"Animation, Comedy, Mystery, Family, Fantasy",https://image.tmdb.org/t/p/original/uIdMpWrQ30SHPINsy7LcPFloyvO.jpg
9/15/2021,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",394.295,6237,7.9,en,"Science Fiction, Adventure",https://image.tmdb.org/t/p/original/d5NXSklXo0qyIYkgV94XAgMIckC.jpg
9/15/2021,Nightbooks,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",90.367,226,6.5,en,"Fantasy, Family",https://image.tmdb.org/t/p/original/ysJte1iqN8pFQ470tumnViB1wHP.jpg
9/15/2021,Schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",33.536,245,7.4,en,Documentary,https://image.tmdb.org/t/p/original/21xXM3E69V29KjgRSMzPEmRFMUe.jpg
9/15/2021,Spoiled Brats,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",117.336,252,6.3,fr,Comedy,https://image.tmdb.org/t/p/original/nW5LHayHlbavYD6XRM9SjKi55uu.jpg
9/16/2021,All About Sex,"Three friends in their mid-20s struggle to navigate their professional and personal lives, colliding head on with the messy, hilarious and dreadful growing pangs of adulthood.",44.018,3,7.3,en,"Comedy, Drama, Romance",https://image.tmdb.org/t/p/original/z5vs0pe9lJ21WZ4mdhPftYiIlFA.jpg
9/16/2021,Chilangolandia,"Mexico City, or ""Chilangolandia,"" is a chaotic metropolis where millions of stories take place every day. Some of them are part of this fun comedy full of familiar characters and others that defy stereotypes. Ramiro is a taxi driver who hopes his problems will end when his nephew ""El Chulo"" becomes a national soccer star. On the other hand, Carmen and Miguel are couple who unexpectedly receive a suitcase with a large sum of money, just what they need to get out of their financial situation. But when the true owners of the cash realize that it fell into the wrong hands, endless adventures and misunderstandings break out within this complex city.",19.284,70,7.1,es,Comedy,https://image.tmdb.org/t/p/original/gNObb3Q1P2yO2Z14bs6AXx0cWVy.jpg
9/16/2021,Cry Macho,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",37.569,541,6.2,en,"Western, Drama",https://image.tmdb.org/t/p/original/bzJBmh8U5ofExJara4nrdqlW8f3.jpg
9/16/2021,Je suis Karl,"After most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",19.294,20,5.6,de,Drama,https://image.tmdb.org/t/p/original/b25r8oFFSVagLyXmHK5MbHgI9Nh.jpg
9/16/2021,Monstruosamente Solo,"Santiago is contained in the micro-universe of his home due to a deep depression after his girlfriend left him for no apparent reason. That is when he realizes that even though he wants to live his duel alone, his friends accompany him through video chats, telephone calls or visits right at  his door.",29.424,8,4.9,en,"Comedy, Drama, Animation",https://image.tmdb.org/t/p/original/yopdxvdSIEflWdEe3Ufj6DZ1yAH.jpg
9/16/2021,Prayers for the Stolen,"In a mountain town, where corn and poppies grow, the girls wear boyish haircuts and have hiding places underground to escape the threat of being stolen. Ana and her two best friends grow up together, affirming the bonds of their friendship and discovering what it means to be women in a rural town marked by violence. Their mothers train them to flee death, to escape those who turn them into slaves or ghosts. They create their own impenetrable universe, but one day one of the girls doesn’t make it to her hiding place in time.",29.26,53,8.1,es,Drama,https://image.tmdb.org/t/p/original/kb0IrVB4bDzBilRNpDv1OPMCs3u.jpg
9/16/2021,Still Out of My League,"After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.",86.619,125,6.8,it,"Romance, Comedy",https://image.tmdb.org/t/p/original/soVwWSesTguGQSNsEpdSr46z98M.jpg
9/17/2021,Lady of the Manor,An aimless ne'er-do-well becomes a tour guide in a historic estate and winds up befriending the manor's resident ghost.,23.34,28,6.5,en,"Comedy, Fantasy",https://image.tmdb.org/t/p/original/n3G5XLqmJSs4RvozoIsqaTWTHRq.jpg
9/17/2021,The Eyes of Tammy Faye,"In the 1970s and ’80s, Tammy Faye and Jim Bakker rose from humble beginnings to create the world’s largest religious broadcasting network and a theme park, and were revered for their message of love, acceptance, and prosperity.",21.206,151,6.6,en,"History, Drama, Music",https://image.tmdb.org/t/p/original/yL3IAfOxUH7h1Og9kxG3czxa4XV.jpg
9/17/2021,The Right Mom,"While writing an article about an abused boy, a woman fights for protect him after she uncovers shocking details.",13.973,3,4.7,en,Drama,https://image.tmdb.org/t/p/original/uyV2shElUyrG7XmEurELgq5OhJn.jpg
9/17/2021,The Starling,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,27.515,174,7.2,en,Drama,https://image.tmdb.org/t/p/original/gPkaPGNbjZCeRurSYGi0JD63DBa.jpg
9/21/2021,Go! Go! Cory Carson: Chrissy Takes the Wheel,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!",57.101,18,5.8,en,"Animation, Family",https://image.tmdb.org/t/p/original/eZvpTcUk0L8paEqegXzUcJa9nG.jpg
9/21/2021,Night of the Animated Dead,"An animated retelling of ‘Night of the Living Dead’, in which a group of people in a rural farmhouse struggle to survive the threat of bloodthirsty zombies.",14.267,78,6.4,en,"Animation, Horror",https://image.tmdb.org/t/p/original/mluarGbxZjgvhe5bteR7P24HHAw.jpg
9/22/2021,Confessions of an Invisible Girl,"When the clever but socially-awkward Tetê joins a new school, she'll do anything to fit in. But the queen bee among her classmates has other ideas.",62.097,144,7,pt,"Comedy, Drama",https://image.tmdb.org/t/p/original/fRxz9cKaCOF5noUBvoA6cebOdUE.jpg
9/22/2021,Intrusion,"When a husband and wife move to a small town, a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.",60.475,412,6.1,en,Thriller,https://image.tmdb.org/t/p/original/o6ozTBflWXlBje0uxJv4m6s4HTq.jpg
9/22/2021,The Many Saints of Newark,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",108.364,340,6.7,en,"Crime, Drama",https://image.tmdb.org/t/p/original/1UkbPQspPbq1FPbFP4VV1ELCfSN.jpg
9/22/2021,We Are Nothing,"La Polla Records, one of the most legendary punk bands, returns to bid its farewell. To celebrate the group's last tour, its singer, Evaristo Páramos, revives 40 years of history from his town in the Basque Country. This is the extraordinary tale of villagers who revolutionised incensed music with songs turned into hymns by their thousands of followers.",59.824,3,3.5,es,"Documentary, Music",https://image.tmdb.org/t/p/original/nRF7RpfFUTMTwyWrykJCmwDMgU.jpg
9/23/2021,Birds of Paradise,"Two dancers at an elite ballet academy in Paris must compete for a contract to join the highly coveted Opéra National de Paris as they confront their competitive nature, sexual awakenings and how far they would go to win.",29.396,99,6.9,en,Drama,https://image.tmdb.org/t/p/original/h3v0rsQvik8yMh3LStRiDu0GTHP.jpg
9/23/2021,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",137.815,190,8.1,en,"Animation, Family, Fantasy, Comedy, Music, Adventure",https://image.tmdb.org/t/p/original/hzq5XRGgm6NDMOW1idUvbpGqEkv.jpg
9/23/2021,My Son,"When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue.",44.15,180,6.4,en,"Crime, Drama, Mystery",https://image.tmdb.org/t/p/original/2zhubv5dnhjRz9u97PHUhmREuDv.jpg
9/23/2021,The Story of My Wife,A sea captain makes a bet in a cafe with a friend that he will marry the first woman who walks in.,16.895,7,4.9,en,"Drama, Romance",https://image.tmdb.org/t/p/original/4PilF6fzZpbHVuT0EIYwqElSyc0.jpg
9/24/2021,Camp Confidential: America's Secret Nazis,"Camp Confidential: America's Secret Nazis, is a documentary short featuring animation that  focuses on the story of a top secret POW camp that was classified for over 5 decades. In the midst of WWII, a group of young Jewish refugees are assigned to guard a top secret POW camp near Washington D.C. The Jewish soldiers soon discover that their prisoners are no other than Hitler's top scientists - What starts out as an intelligence mission to gather information from the Nazis, soon gets a shocking twist when the Jewish soldiers are tasked with a very different mission altogether. A mission that would question their moral values - exposing a dark secret from America's past.",26.583,13,7,en,"Documentary, Animation, History",https://image.tmdb.org/t/p/original/eOwaUeFNsQt5ALBfZNPye33vBrS.jpg
9/24/2021,Dear Evan Hansen,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.",61.798,139,6.5,en,Drama,https://image.tmdb.org/t/p/original/83pobg0tx4r4JeLenCAemanpnS2.jpg
